movieId,title,genres,tags
1187,Passion Fish (1992),Drama,disability
1188,Strictly Ballroom (1992),Comedy|Romance,Australia
1188,Strictly Ballroom (1992),Comedy|Romance,dance
1189,Thin Blue Line,,
1189,Thin Blue Line,,
1193,One Flew Over the Cuckoo's Nest (1975),Drama,emotional
1193,One Flew Over the Cuckoo's Nest (1975),Drama,jack nicholson
1193,One Flew Over the Cuckoo's Nest (1975),Drama,mental illness
1196,Star Wars: Episode V - The Empire Strikes Back (1980),Action|Adventure|Sci-Fi,I am your father
1196,Star Wars: Episode V - The Empire Strikes Back (1980),Action|Adventure|Sci-Fi,space
1196,Star Wars: Episode V - The Empire Strikes Back (1980),Action|Adventure|Sci-Fi,space opera
1196,Star Wars: Episode V - The Empire Strikes Back (1980),Action|Adventure|Sci-Fi,classic
1196,Star Wars: Episode V - The Empire Strikes Back (1980),Action|Adventure|Sci-Fi,George Lucas
1196,Star Wars: Episode V - The Empire Strikes Back (1980),Action|Adventure|Sci-Fi,Harrison Ford
1196,Star Wars: Episode V - The Empire Strikes Back (1980),Action|Adventure|Sci-Fi,music
1196,Star Wars: Episode V - The Empire Strikes Back (1980),Action|Adventure|Sci-Fi,original plot
1196,Star Wars: Episode V - The Empire Strikes Back (1980),Action|Adventure|Sci-Fi,sci-fi
1196,Star Wars: Episode V - The Empire Strikes Back (1980),Action|Adventure|Sci-Fi,sequel
1197,Princess Bride,,
1197,Princess Bride,,
1198,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),Action|Adventure,adventure
1198,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),Action|Adventure,archaeology
1198,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),Action|Adventure,indiana jones
1198,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),Action|Adventure,Steven Spielberg
1198,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),Action|Adventure,treasure hunt
1198,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),Action|Adventure,archaeology
1198,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),Action|Adventure,ark of the covenant
1198,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),Action|Adventure,indiana jones
1200,Aliens (1986),Action|Adventure|Horror|Sci-Fi,action
1200,Aliens (1986),Action|Adventure|Horror|Sci-Fi,aliens
1200,Aliens (1986),Action|Adventure|Horror|Sci-Fi,horror
1200,Aliens (1986),Action|Adventure|Horror|Sci-Fi,sci-fi
1200,Aliens (1986),Action|Adventure|Horror|Sci-Fi,space
1200,Aliens (1986),Action|Adventure|Horror|Sci-Fi,space craft
1200,Aliens (1986),Action|Adventure|Horror|Sci-Fi,SPACE TRAVEL
1200,Aliens (1986),Action|Adventure|Horror|Sci-Fi,suspense
1200,Aliens (1986),Action|Adventure|Horror|Sci-Fi,space
1201,Good,,
1203,12 Angry Men (1957),Drama,court
1203,12 Angry Men (1957),Drama,claustrophobic
1203,12 Angry Men (1957),Drama,confrontational
1203,12 Angry Men (1957),Drama,earnest
1203,12 Angry Men (1957),Drama,good dialogue
1203,12 Angry Men (1957),Drama,great screenplay
1203,12 Angry Men (1957),Drama,gritty
1203,12 Angry Men (1957),Drama,Motivational
1203,12 Angry Men (1957),Drama,thought-provoking
1204,Lawrence of Arabia (1962),Adventure|Drama|War,Middle East
1206,Clockwork Orange,,
1207,To Kill a Mockingbird (1962),Drama,Harper Lee
1207,To Kill a Mockingbird (1962),Drama,racism
1208,Apocalypse Now (1979),Action|Drama|War,Vietnam
1209,Once Upon a Time in the West (C'era una volta il West) (1968),Action|Drama|Western,spaghetti western
1210,Star Wars: Episode VI - Return of the Jedi (1983),Action|Adventure|Sci-Fi,darth vader
1210,Star Wars: Episode VI - Return of the Jedi (1983),Action|Adventure|Sci-Fi,luke skywalker
1210,Star Wars: Episode VI - Return of the Jedi (1983),Action|Adventure|Sci-Fi,space opera
1212,Third Man,,
1212,Third Man,,
1212,Third Man,,
1213,Goodfellas (1990),Crime|Drama,Mafia
1214,Alien (1979),Horror|Sci-Fi,aliens
1217,Ran (1985),Drama|War,samurai
1219,Psycho (1960),Crime|Horror,Alfred Hitchcock
1219,Psycho (1960),Crime|Horror,psychology
1219,Psycho (1960),Crime|Horror,suspenseful
1219,Psycho (1960),Crime|Horror,tense
1219,Psycho (1960),Crime|Horror,Norman Bates
1219,Psycho (1960),Crime|Horror,Alfred Hitchcock
1219,Psycho (1960),Crime|Horror,black and white
1219,Psycho (1960),Crime|Horror,imdb top 250
1219,Psycho (1960),Crime|Horror,remade
1220,Blues Brothers,,
1221,Godfather: Part II,,
1221,Godfather: Part II,,
1221,Godfather: Part II,,
1222,Full Metal Jacket (1987),Drama|War,Vietnam
1222,Full Metal Jacket (1987),Drama|War,anti-war
1223,Grand Day Out with Wallace and Gromit,,
1224,Henry V (1989),Action|Drama|Romance|War,Shakespeare
1225,Amadeus (1984),Drama,Mozart
1225,Amadeus (1984),Drama,Salieri
1228,Raging Bull (1980),Drama,boxing
1230,Annie Hall (1977),Comedy|Romance,New York
1231,Right Stuff,,
1231,Right Stuff,,
1233,Boot,,
1234,Sting,,
1235,Harold and Maude (1971),Comedy|Drama|Romance,May-December romance
1237,Seventh Seal,,
1237,Seventh Seal,,
1237,Seventh Seal,,
1237,Seventh Seal,,
1237,Seventh Seal,,
1237,Seventh Seal,,
1237,Seventh Seal,,
1240,Terminator,,
1240,Terminator,,
1240,Terminator,,
1240,Terminator,,
1240,Terminator,,
1240,Terminator,,
1240,Terminator,,
1240,Terminator,,
1242,Glory (1989),Drama|War,Civil War
1243,Rosencrantz and Guildenstern Are Dead (1990),Comedy|Drama,Shakespeare sort of
1244,Manhattan (1979),Comedy|Drama|Romance,black and white
1245,Miller's Crossing (1990),Crime|Drama|Film-Noir|Thriller,Mafia
1246,Dead Poets Society (1989),Drama,highschool
1246,Dead Poets Society (1989),Drama,High School
1247,Graduate,,
1249,Femme Nikita,,
1250,Bridge on the River Kwai,,
1252,Chinatown (1974),Crime|Film-Noir|Mystery|Thriller,incest
1253,Day the Earth Stood Still,,
1254,Treasure of the Sierra Madre,,
1257,Better Off Dead... (1985),Comedy|Romance,skiing
1258,Shining,,
1258,Shining,,
1258,Shining,,
1258,Shining,,
1258,Shining,,
1258,Shining,,
1258,Shining,,
1258,Shining,,
1258,Shining,,
1259,Stand by Me (1986),Adventure|Drama,Stephen King
1260,M (1931),Crime|Film-Noir|Thriller,serial killer
1260,M (1931),Crime|Film-Noir|Thriller,atmospheric
1260,M (1931),Crime|Film-Noir|Thriller,chilly
1260,M (1931),Crime|Film-Noir|Thriller,creepy
1260,M (1931),Crime|Film-Noir|Thriller,menacing
1260,M (1931),Crime|Film-Noir|Thriller,mental illness
1260,M (1931),Crime|Film-Noir|Thriller,oninous
1262,Great Escape,,
1263,Deer Hunter,,
1266,Unforgiven (1992),Drama|Western,revenge
1267,Manchurian Candidate,,
1267,Manchurian Candidate,,
1269,Arsenic and Old Lace (1944),Comedy|Mystery|Thriller,murder
1270,Back to the Future (1985),Adventure|Comedy|Sci-Fi,time travel
1272,Patton (1970),Drama|War,World War II
1274,Akira (1988),Action|Adventure|Animation|Sci-Fi,animation
1274,Akira (1988),Action|Adventure|Animation|Sci-Fi,anime
1274,Akira (1988),Action|Adventure|Animation|Sci-Fi,visually stunning
1276,Cool Hand Luke (1967),Drama,prison
1277,Cyrano de Bergerac (1990),Comedy|Drama|Romance,In Netflix queue
1278,Young Frankenstein (1974),Comedy|Fantasy,spoof
1280,Raise the Red Lantern (Da hong deng long gao gao gua) (1991),Drama,In Netflix queue
1281,Great Dictator,,
1282,Fantasia (1940),Animation|Children|Fantasy|Musical,Disney
1283,High Noon (1952),Drama|Western,gunfight
1284,Big Sleep,,
1285,Heathers (1989),Comedy,high school
1288,This Is Spinal Tap (1984),Comedy,music
1288,This Is Spinal Tap (1984),Comedy,heavy metal
1288,This Is Spinal Tap (1984),Comedy,mockumentary
1288,This Is Spinal Tap (1984),Comedy,music
1291,Indiana Jones and the Last Crusade (1989),Action|Adventure,archaeology
1291,Indiana Jones and the Last Crusade (1989),Action|Adventure,Holy Grail
1292,Being There (1979),Comedy|Drama,television
1293,Gandhi (1982),Drama,India
1296,Room with a View,,
1299,Killing Fields,,
1299,Killing Fields,,
1301,Forbidden Planet (1956),Drama|Sci-Fi,Shakespeare sort of
1301,Forbidden Planet (1956),Drama|Sci-Fi,space
1302,Field of Dreams (1989),Children|Drama|Fantasy,baseball
1303,Man Who Would Be King,,
1304,Butch Cassidy and the Sundance Kid (1969),Action|Western,crime
1307,When Harry Met Sally... (1989),Comedy|Romance,New York
1333,Birds,,
1343,Cape Fear (1991),Thriller,horror
1343,Cape Fear (1991),Thriller,Juliette Lewis
1343,Cape Fear (1991),Thriller,Martin Scorsese
1343,Cape Fear (1991),Thriller,Robert De Niro
1343,Cape Fear (1991),Thriller,remake
1344,Cape Fear (1962),Crime|Drama|Thriller,lawyer
1345,Carrie (1976),Drama|Fantasy|Horror|Thriller,high school
1345,Carrie (1976),Drama|Fantasy|Horror|Thriller,prom
1345,Carrie (1976),Drama|Fantasy|Horror|Thriller,Stephen King
1348,Nosferatu (Nosferatu,,
1350,Omen,,
1353,Mirror Has Two Faces,,
1354,Breaking the Waves (1996),Drama|Mystery,religion
1356,Star Trek: First Contact (1996),Action|Adventure|Sci-Fi|Thriller,Borg
1357,Shine (1996),Drama|Romance,music
1358,Sling Blade (1996),Drama,ex-con
1361,Paradise Lost: The Child Murders at Robin Hood Hills (1996),Documentary,In Netflix queue
1363,Preacher's Wife,,
1366,Crucible,,
1367,101 Dalmatians (1996),Adventure|Children|Comedy,dogs
1367,101 Dalmatians (1996),Adventure|Children|Comedy,remake
1372,Star Trek VI: The Undiscovered Country (1991),Action|Mystery|Sci-Fi,Klingons
1374,Star Trek II: The Wrath of Khan (1982),Action|Adventure|Sci-Fi|Thriller,Captain Kirk
1376,Star Trek IV: The Voyage Home (1986),Adventure|Comedy|Sci-Fi,whales
1377,Batman Returns (1992),Action|Crime,superhero
1380,Grease (1978),Comedy|Musical|Romance,high school
1381,Grease 2 (1982),Comedy|Musical|Romance,high school
1387,Jaws (1975),Action|Horror,Shark
1389,Jaws 3-D (1983),Action|Horror,shark
1393,Jerry Maguire (1996),Drama|Romance,sports
1394,Raising Arizona (1987),Comedy,Coen Brothers
1396,Sneakers (1992),Action|Comedy|Crime|Drama|Sci-Fi,spying
1398,In Love and War (1996),Romance|War,Hemingway
1407,Scream (1996),Comedy|Horror|Mystery|Thriller,slasher
1407,Scream (1996),Comedy|Horror|Mystery|Thriller,spoof
1408,Last of the Mohicans,,
1408,Last of the Mohicans,,
1411,Hamlet (1996),Crime|Drama|Romance,Shakespeare
1413,Whole Wide World,,
1416,Evita (1996),Drama|Musical,Andrew Lloyd Weber
1423,Hearts and Minds (1996),Drama,In Netflix queue
1423,Hearts and Minds (1996),Drama,Vietnam
1441,Benny & Joon (1993),Comedy|Romance,mental illness
1441,Benny & Joon (1993),Comedy|Romance,Not Seen
1446,Kolya (Kolja) (1996),Comedy|Drama,In Netflix queue
1449,Waiting for Guffman (1996),Comedy,mockumentary
1466,Donnie Brasco (1997),Crime|Drama,Mafia
1474,Jungle2Jungle (a.k.a. Jungle 2 Jungle) (1997),Children|Comedy,jungle
1485,Liar Liar (1997),Comedy,lawyer
1496,Anna Karenina (1997),Drama|Romance,Tolstoy
1500,Grosse Pointe Blank (1997),Comedy|Crime|Romance,hit men
1500,Grosse Pointe Blank (1997),Comedy|Crime|Romance,reunion
1513,Romy and Michele's High School Reunion (1997),Comedy,reunion
1537,Shall We Dance? (Shall We Dansu?) (1996),Comedy|Drama|Romance,ballroom dance
1542,Brassed Off (1996),Comedy|Drama|Romance,In Netflix queue
1544,Lost World: Jurassic Park,,
1545,Ponette (1996),Drama,death
1569,My Best Friend's Wedding (1997),Comedy|Romance,romantic comedy
1569,My Best Friend's Wedding (1997),Comedy|Romance,wedding
1569,My Best Friend's Wedding (1997),Comedy|Romance,weddings
1573,Face/Off (1997),Action|Crime|Drama|Thriller,transplants
1580,Men in Black (a.k.a. MIB) (1997),Action|Comedy|Sci-Fi,aliens
1586,G.I. Jane (1997),Action|Drama,military
1608,Air Force One (1997),Action|Thriller,president
1610,Hunt for Red October,,
1617,L.A. Confidential (1997),Crime|Film-Noir|Mystery|Thriller,Police
1625,Game,,
1625,Game,,
1625,Game,,
1625,Game,,
1625,Game,,
1625,Game,,
1625,Game,,
1625,Game,,
1635,Ice Storm,,
1643,Mrs. Brown (a.k.a. Her Majesty,,
1643,Mrs. Brown (a.k.a. Her Majesty,,
1645,The Devil's Advocate (1997),Drama|Mystery|Thriller,lawyers
1650,Washington Square (1997),Drama,Henry James
1653,Gattaca (1997),Drama|Sci-Fi|Thriller,future
1653,Gattaca (1997),Drama|Sci-Fi|Thriller,intelligent
1653,Gattaca (1997),Drama|Sci-Fi|Thriller,thought-provoking
1663,Stripes (1981),Comedy|War,military
1672,Rainmaker,,
1674,Witness (1985),Drama|Romance|Thriller,Amish
1680,Sliding Doors (1998),Drama|Romance,alternate universe
1682,Truman Show,,
1683,Wings of the Dove,,
1704,Good Will Hunting (1997),Drama|Romance,inspirational
1704,Good Will Hunting (1997),Drama|Romance,heartwarming
1704,Good Will Hunting (1997),Drama|Romance,inspirational
1711,Midnight in the Garden of Good and Evil (1997),Crime|Drama|Mystery,Savannah
1717,Scream 2 (1997),Comedy|Horror|Mystery|Thriller,sequel
1717,Scream 2 (1997),Comedy|Horror|Mystery|Thriller,slasher
1717,Scream 2 (1997),Comedy|Horror|Mystery|Thriller,spoof
1719,Sweet Hereafter,,
1719,Sweet Hereafter,,
1721,Titanic (1997),Drama|Romance,shipwreck
1721,Titanic (1997),Drama|Romance,romance
1726,Postman,,
1726,Postman,,
1732,Big Lebowski,,
1732,Big Lebowski,,
1732,Big Lebowski,,
1732,Big Lebowski,,
1732,Big Lebowski,,
1732,Big Lebowski,,
1732,Big Lebowski,,
1732,Big Lebowski,,
1732,Big Lebowski,,
1732,Big Lebowski,,
1732,Big Lebowski,,
1732,Big Lebowski,,
1732,Big Lebowski,,
1732,Big Lebowski,,
1732,Big Lebowski,,
1732,Big Lebowski,,
1732,Big Lebowski,,
1732,Big Lebowski,,
1732,Big Lebowski,,
1732,Big Lebowski,,
1732,Big Lebowski,,
1732,Big Lebowski,,
1732,Big Lebowski,,
1732,Big Lebowski,,
1732,Big Lebowski,,
1732,Big Lebowski,,
1732,Big Lebowski,,
1732,Big Lebowski,,
1732,Big Lebowski,,
1732,Big Lebowski,,
1732,Big Lebowski,,
1732,Big Lebowski,,
1735,Great Expectations (1998),Drama|Romance,Charles Dickens
1748,Dark City (1998),Adventure|Film-Noir|Sci-Fi|Thriller,amnesia
1777,Wedding Singer,,
1779,Sphere (1998),Sci-Fi|Thriller,good
1797,Everest (1998),Documentary|IMAX,In Netflix queue
1801,Man in the Iron Mask,,
1810,Primary Colors (1998),Comedy|Drama,politics
1834,Spanish Prisoner,,
1836,Last Days of Disco,,
1893,Beyond Silence (Jenseits der Stille) (1996),Drama,In Netflix queue
1900,Children of Heaven,,
1902,Dream for an Insomniac (1996),Drama|Romance,generation X
1909,X-Files: Fight the Future,,
1912,Out of Sight (1998),Comedy|Crime|Drama|Romance|Thriller,heist
1913,Picnic at Hanging Rock (1975),Drama|Mystery,Australia
1916,Buffalo '66 (a.k.a. Buffalo 66) (1998),Drama|Romance,avant-garde romantic comedy
1916,Buffalo '66 (a.k.a. Buffalo 66) (1998),Drama|Romance,elegiac
1916,Buffalo '66 (a.k.a. Buffalo 66) (1998),Drama|Romance,melancholy
1916,Buffalo '66 (a.k.a. Buffalo 66) (1998),Drama|Romance,quirky
1916,Buffalo '66 (a.k.a. Buffalo 66) (1998),Drama|Romance,wry
1917,Armageddon (1998),Action|Romance|Sci-Fi|Thriller,space
1921,Pi (1998),Drama|Sci-Fi|Thriller,hallucinatory
1921,Pi (1998),Drama|Sci-Fi|Thriller,mental illness
1921,Pi (1998),Drama|Sci-Fi|Thriller,mindfuck
1921,Pi (1998),Drama|Sci-Fi|Thriller,paranoid
1921,Pi (1998),Drama|Sci-Fi|Thriller,mathematics
1921,Pi (1998),Drama|Sci-Fi|Thriller,artsy
1921,Pi (1998),Drama|Sci-Fi|Thriller,atmospheric
1921,Pi (1998),Drama|Sci-Fi|Thriller,cerebral
1921,Pi (1998),Drama|Sci-Fi|Thriller,enigmatic
1921,Pi (1998),Drama|Sci-Fi|Thriller,existentialism
1921,Pi (1998),Drama|Sci-Fi|Thriller,hallucinatory
1921,Pi (1998),Drama|Sci-Fi|Thriller,insanity
1921,Pi (1998),Drama|Sci-Fi|Thriller,paranoia
1921,Pi (1998),Drama|Sci-Fi|Thriller,paranoid
1921,Pi (1998),Drama|Sci-Fi|Thriller,surreal
1921,Pi (1998),Drama|Sci-Fi|Thriller,tense
1921,Pi (1998),Drama|Sci-Fi|Thriller,visually appealing
1923,There's Something About Mary (1998),Comedy|Romance,Ben Stiller
1923,There's Something About Mary (1998),Comedy|Romance,Ben Stiller
1923,There's Something About Mary (1998),Comedy|Romance,crude humor
1923,There's Something About Mary (1998),Comedy|Romance,goofy
1931,Mutiny on the Bounty (1935),Adventure|Drama,ships
1938,Lost Weekend,,
1940,Gentleman's Agreement (1947),Drama,anti-Semitism
1940,Gentleman's Agreement (1947),Drama,Judaism
1942,All the King's Men (1949),Drama,Huey Long
1942,All the King's Men (1949),Drama,In Netflix queue
1942,All the King's Men (1949),Drama,Robert Penn Warren
1945,On the Waterfront (1954),Crime|Drama,boxing
1945,On the Waterfront (1954),Crime|Drama,coulda been a contender
1947,West Side Story (1961),Drama|Musical|Romance,Gangs
1948,Tom Jones (1963),Adventure|Comedy|Romance,British
1950,In the Heat of the Night (1967),Drama|Mystery,racism
1951,Oliver! (1968),Drama|Musical,Dickens
1952,Midnight Cowboy (1969),Drama,prostitution
1953,French Connection,,
1953,French Connection,,
1954,Rocky (1976),Drama,boxing
1954,Rocky (1976),Drama,sports
1955,Kramer vs. Kramer (1979),Drama,divorce
1957,Chariots of Fire (1981),Drama,Olympics
1957,Chariots of Fire (1981),Drama,sports
1959,Out of Africa (1985),Drama|Romance,adultery
1959,Out of Africa (1985),Drama|Romance,Africa
1960,Last Emperor,,
1961,Rain Man (1988),Drama,autism
1962,Driving Miss Daisy (1989),Drama,rasicm
1975,Friday the 13th Part 2 (1981),Horror,Jason
1976,Friday the 13th Part 3: 3D (1982),Horror,Jason
1977,Friday the 13th Part IV: The Final Chapter (1984),Horror,Jason
1978,Friday the 13th Part V: A New Beginning (1985),Horror,Jason
1979,Friday the 13th Part VI: Jason Lives (1986),Horror,Jason
1983,Halloween II (1981),Horror,halloween
1984,Halloween III: Season of the Witch (1982),Horror,halloween
1994,Poltergeist (1982),Horror|Thriller,ghosts
1995,Poltergeist II: The Other Side (1986),Horror|Thriller,ghosts
1996,Poltergeist III (1988),Horror|Thriller,ghosts
1997,Exorcist,,
2006,Mask of Zorro,,
2006,Mask of Zorro,,
2011,Back to the Future Part II (1989),Adventure|Comedy|Sci-Fi,time travel
2019,Seven Samurai (Shichinin no samurai) (1954),Action|Adventure|Drama,samurai
2020,Dangerous Liaisons (1988),Drama|Romance,adultery
2022,Last Temptation of Christ,,
2022,Last Temptation of Christ,,
2023,Godfather: Part III,,
2023,Godfather: Part III,,
2023,Godfather: Part III,,
2023,Godfather: Part III,,
2023,Godfather: Part III,,
2028,Saving Private Ryan (1998),Action|Drama|War,World War II
2054,Honey,,
2058,Negotiator,,
2059,Parent Trap,,
2064,Roger & Me (1989),Documentary,General Motors
2064,Roger & Me (1989),Documentary,Michigan
2065,Purple Rose of Cairo,,
2066,Out of the Past (1947),Film-Noir,memory
2070,Tender Mercies (1983),Drama|Romance|Western,music
2071,And the Band Played On (1993),Drama,AIDs
2071,And the Band Played On (1993),Drama,In Netflix queue
2076,Blue Velvet (1986),Drama|Mystery|Thriller,sexuality
2076,Blue Velvet (1986),Drama|Mystery|Thriller,suburbia
2078,Jungle Book,,
2080,Lady and the Tramp (1955),Animation|Children|Comedy|Romance,Disney
2085,101 Dalmatians (One Hundred and One Dalmatians) (1961),Adventure|Animation|Children,Disney
2097,Something Wicked This Way Comes (1983),Children|Drama|Fantasy|Mystery|Thriller,carnival
2097,Something Wicked This Way Comes (1983),Children|Drama|Fantasy|Mystery|Thriller,Ray Bradbury
2100,Splash (1984),Comedy|Fantasy|Romance,mermaid
2108,L.A. Story (1991),Comedy|Romance,weather forecaster
2114,Outsiders,,
2115,Indiana Jones and the Temple of Doom (1984),Action|Adventure|Fantasy,archaeology
2116,Lord of the Rings,,
2116,Lord of the Rings,,
2118,Dead Zone,,
2121,Cujo (1983),Horror|Thriller,Stephen King
2122,Children of the Corn (1984),Horror|Thriller,Stephen King
2124,Addams Family,,
2124,Addams Family,,
2124,Addams Family,,
2124,Addams Family,,
2124,Addams Family,,
2124,Addams Family,,
2138,Watership Down (1978),Adventure|Animation|Children|Drama|Fantasy,atmospheric
2138,Watership Down (1978),Adventure|Animation|Children|Drama|Fantasy,beautiful
2139,Secret of NIMH,,
2145,Pretty in Pink (1986),Comedy|Drama|Romance,1980s
2145,Pretty in Pink (1986),Comedy|Drama|Romance,high school
2146,St. Elmo's Fire (1985),Drama|Romance,post-college
2160,Rosemary's Baby (1968),Drama|Horror|Thriller,Atmospheric
2160,Rosemary's Baby (1968),Drama|Horror|Thriller,creepy
2160,Rosemary's Baby (1968),Drama|Horror|Thriller,paranoia
2160,Rosemary's Baby (1968),Drama|Horror|Thriller,scary
2160,Rosemary's Baby (1968),Drama|Horror|Thriller,suspense
2160,Rosemary's Baby (1968),Drama|Horror|Thriller,demons
2167,Blade (1998),Action|Horror|Thriller,vampires
2171,Next Stop Wonderland (1998),Comedy|Drama|Romance,aquarium
2171,Next Stop Wonderland (1998),Comedy|Drama|Romance,Boston
2171,Next Stop Wonderland (1998),Comedy|Drama|Romance,personals ads
2186,Strangers on a Train (1951),Crime|Drama|Film-Noir|Thriller,murder
2187,Stage Fright (1950),Mystery|Romance|Thriller,theater
2194,Untouchables,,
2194,Untouchables,,
2202,Lifeboat (1944),Drama|War,survival
2203,Shadow of a Doubt (1943),Crime|Drama|Thriller,small towns
2206,Suspicion (1941),Film-Noir|Mystery|Thriller,paranoia
2208,Lady Vanishes,,
2243,Broadcast News (1987),Comedy|Drama|Romance,journalism
2247,Married to the Mob (1988),Comedy,Mafia
2248,Say Anything... (1989),Comedy|Drama|Romance,In Your Eyes
2248,Say Anything... (1989),Comedy|Drama|Romance,Lloyd Dobbler
2249,My Blue Heaven (1990),Comedy,Mafia
2268,Few Good Men,,
2268,Few Good Men,,
2291,Edward Scissorhands (1990),Drama|Fantasy|Romance,freaks
2295,Impostors,,
2296,Night at the Roxbury,,
2300,Producers,,
2302,My Cousin Vinny (1992),Comedy,court
2310,Mighty,,
2312,Children of a Lesser God (1986),Drama,death penalty
2313,Elephant Man,,
2324,Life Is Beautiful (La Vita è bella) (1997),Comedy|Drama|Romance|War,Holocaust
2324,Life Is Beautiful (La Vita è bella) (1997),Comedy|Drama|Romance|War,bittersweet
2324,Life Is Beautiful (La Vita è bella) (1997),Comedy|Drama|Romance|War,emotional
2324,Life Is Beautiful (La Vita è bella) (1997),Comedy|Drama|Romance|War,Heartwarming
2324,Life Is Beautiful (La Vita è bella) (1997),Comedy|Drama|Romance|War,poignant
2324,Life Is Beautiful (La Vita è bella) (1997),Comedy|Drama|Romance|War,sentimental
2324,Life Is Beautiful (La Vita è bella) (1997),Comedy|Drama|Romance|War,tear jerker
2324,Life Is Beautiful (La Vita è bella) (1997),Comedy|Drama|Romance|War,tearjerking
2329,American History X (1998),Crime|Drama,thought-provoking
2329,American History X (1998),Crime|Drama,racism
2329,American History X (1998),Crime|Drama,edward norton
2329,American History X (1998),Crime|Drama,emotional
2329,American History X (1998),Crime|Drama,politics
2334,Siege,,
2335,Waterboy,,
2336,Elizabeth (1998),Drama,England
2351,Nights of Cabiria (Notti di Cabiria,,
2355,Bug's Life,,
2357,Central Station (Central do Brasil) (1998),Drama,South America
2360,Celebration,,
2387,Very Bad Things (1998),Comedy|Crime,dark comedy
2387,Very Bad Things (1998),Comedy|Crime,dark humor
2390,Little Voice (1998),Comedy,In Netflix queue
2391,Simple Plan,,
2393,Star Trek: Insurrection (1998),Action|Drama|Romance|Sci-Fi,cameo:Whoopi Goldberg
2393,Star Trek: Insurrection (1998),Action|Drama|Romance|Sci-Fi,space opera
2393,Star Trek: Insurrection (1998),Action|Drama|Romance|Sci-Fi,Star Trek
2394,Prince of Egypt,,
2394,Prince of Egypt,,
2396,Shakespeare in Love (1998),Comedy|Drama|Romance,England
2410,Rocky III (1982),Action|Drama,boxing
2411,Rocky IV (1985),Action|Drama,boxing
2412,Rocky V (1990),Action|Drama,boxing
2420,Karate Kid,,
2421,Karate Kid,,
2422,Karate Kid,,
2423,Christmas Vacation (National Lampoon's Christmas Vacation) (1989),Comedy,christmas
2424,You've Got Mail (1998),Comedy|Romance,e-mail
2424,You've Got Mail (1998),Comedy|Romance,remake
2431,Patch Adams (1998),Comedy|Drama,doctors
2431,Patch Adams (1998),Comedy|Drama,bad
2442,Hilary and Jackie (1998),Drama,In Netflix queue
2463,Ruthless People (1986),Comedy,kidnapping
2467,Name of the Rose,,
2470,Crocodile Dundee (1986),Adventure|Comedy,Australia
2471,Crocodile Dundee II (1988),Action|Adventure|Comedy,Australia
2491,Simply Irresistible (1999),Comedy|Romance,food
2494,Last Days,,
2494,Last Days,,
2502,Office Space (1999),Comedy|Crime,stapler
2502,Office Space (1999),Comedy|Crime,workplace
2505,8MM (1999),Drama|Mystery|Thriller,Nicolas Cage
2506,Other Sister,,
2517,Christine (1983),Horror,Stephen King
2529,Planet of the Apes (1968),Action|Drama|Sci-Fi,twist ending
2550,Haunting,,
2553,Village of the Damned (1960),Horror|Sci-Fi|Thriller,evil children
2554,Children of the Damned (1963),Horror|Sci-Fi|Thriller,evil children
2565,King and I,,
2571,Matrix,,
2571,Matrix,,
2571,Matrix,,
2571,Matrix,,
2571,Matrix,,
2572,10 Things I Hate About You (1999),Comedy|Romance,Shakespeare sort of
2579,Following (1998),Crime|Mystery|Thriller,black and white
2579,Following (1998),Crime|Mystery|Thriller,Christopher Nolan
2579,Following (1998),Crime|Mystery|Thriller,directorial debut
2579,Following (1998),Crime|Mystery|Thriller,mindfuck
2579,Following (1998),Crime|Mystery|Thriller,not linear
2579,Following (1998),Crime|Mystery|Thriller,Twist Ending
2579,Following (1998),Crime|Mystery|Thriller,black and white
2581,Never Been Kissed (1999),Comedy|Romance,high school
2583,Cookie's Fortune (1999),Comedy|Drama,southern US
2598,Pushing Tin (1999),Comedy,golfing
2600,eXistenZ (1999),Action|Sci-Fi|Thriller,virtual reality
2612,Mildred Pierce (1945),Drama|Film-Noir,motherhood
2616,Dick Tracy (1990),Action|Crime,comic book
2628,Star Wars: Episode I - The Phantom Menace (1999),Action|Adventure|Sci-Fi,prequel
2628,Star Wars: Episode I - The Phantom Menace (1999),Action|Adventure|Sci-Fi,the Force
2640,Superman (1978),Action|Adventure|Sci-Fi,superhero
2641,Superman II (1980),Action|Sci-Fi,superhero
2642,Superman III (1983),Action|Adventure|Sci-Fi,superhero
2648,Frankenstein (1931),Drama|Horror|Sci-Fi,In Netflix queue
2660,Thing from Another World,,
2662,War of the Worlds,,
2664,Invasion of the Body Snatchers (1956),Horror|Sci-Fi|Thriller,1950s
2677,Buena Vista Social Club (1999),Documentary|Musical,In Netflix queue
